job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,remote ratio
ai01869,data engineer,228323,USD,expert,Full time,france,m,france,"pytorch, hadoop, sql",master,12,consulting,22/07/2024,21/08/2024,996,8.5,neural networks co,Fully on site
ai01870,data scientist,58509,USD,entry level,Part time,canada,m,india,"aws, r, statistics, sql",bachelor,0,energy,18/01/2025,28/02/2025,1976,7.5,quantum computing inc,Fully on site
ai01871,robotics engineer,236661,USD,expert,Part time,united kingdom,s,united kingdom,"r, linux, java, computer vision",phd,10,consulting,22/11/2024,06/01/2025,2300,6.4,advanced robotics,Hybrid
ai01872,data analyst,73979,USD,mid level,Contract,canada,m,norway,"git, python, mlops, statistics, deep learning",associate,4,government,10/03/2024,09/04/2024,1005,8.8,digital transformation llc,Fully remote
ai01873,data scientist,69797,USD,entry level,ft,australia,l,australia,"docker, data visualization, aws, mlops",associate,0,finance,18/03/2025,28/04/2025,1693,9.9,future systems,Hybrid
ai01874,ai architect,63533,USD,mid level,ft,south korea,l,south korea,"kubernetes, sql, nlp, aws, deep learning",bachelor,3,real estate,20/03/2025,27/05/2025,2281,6.5,ai innovations,Fully remote
ai01875,research scientist,171132,USD,expert,ft,finland,l,finland,"java, kubernetes, linux, python, computer vision",associate,17,retail,05/12/2024,01/02/2025,2173,5.2,datavision ltd,Hybrid
ai01876,head of ai,73586,USD,entry level,Full time,norway,s,norway,"python, kubernetes, spark",bachelor,1,technology,06/06/2024,20/06/2024,2062,6.4,advanced robotics,Hybrid
ai01877,data analyst,117499,USD,entry level,Part time,switzerland,l,japan,"gcp, kubernetes, deep learning",associate,0,media,24/03/2024,24/04/2024,512,9.8,datavision ltd,Fully on site
ai01878,ai consultant,63608,USD,entry level,Full time,sweden,s,sweden,"spark, hadoop, python, git, nlp",master,0,education,24/05/2024,26/06/2024,508,8.5,advanced robotics,Fully remote
ai01879,deep learning engineer,77481,USD,mid level,ft,china,m,china,"aws, statistics, sql, gcp",phd,3,transportation,02/01/2024,06/02/2024,559,8.9,future systems,Hybrid
ai01880,head of ai,228223,USD,expert,Part time,sweden,s,sweden,"sql, deep learning, pytorch",phd,10,government,09/02/2024,12/03/2024,1024,7.9,quantum computing inc,Hybrid
ai01881,ml ops engineer,143094,USD,expert,Part time,ireland,m,ireland,"nlp, pytorch, tensorflow",phd,18,finance,02/04/2024,03/06/2024,829,8.7,autonomous tech,Hybrid
ai01882,research scientist,253257,USD,expert,Full time,denmark,l,united states,"python, docker, computer vision",bachelor,12,manufacturing,10/04/2024,09/06/2024,2337,5.7,predictive systems,Fully on site
ai01883,data engineer,88152,USD,senior,Part time,south korea,m,south korea,"tableau, python, mlops",master,9,transportation,25/03/2025,05/05/2025,2196,6.1,techcorp inc,Hybrid
ai01884,robotics engineer,105675,USD,mid level,Contract,sweden,l,sweden,"mathematics, python, linux",phd,4,gaming,13/03/2024,15/04/2024,1734,6.1,datavision ltd,Fully remote
ai01885,principal data scientist,85522,USD,senior,Full time,japan,l,norway,"kubernetes, gcp, r",associate,5,transportation,25/05/2024,25/06/2024,1977,6.3,algorithmic solutions,Fully on site
ai01886,ai consultant,91939,USD,mid level,Full time,canada,s,japan,"docker, tableau, hadoop, tensorflow",master,3,transportation,24/02/2025,03/05/2025,2286,8.0,neural networks co,Fully on site
ai01887,machine learning researcher,56259,USD,entry level,Part time,canada,l,united states,"mathematics, docker, kubernetes",associate,0,education,08/08/2024,18/10/2024,1237,6.4,predictive systems,Fully on site
ai01888,autonomous systems engineer,168449,USD,senior,ft,sweden,l,united states,"data visualization, scala, gcp, python, docker",associate,7,telecommunications,05/04/2025,04/05/2025,2159,7.5,future systems,Hybrid
ai01889,data scientist,38337,USD,entry level,Full time,india,m,united kingdom,"python, scala, linux, sql, git",bachelor,0,healthcare,28/01/2024,24/03/2024,1893,8.9,algorithmic solutions,Fully on site
ai01890,ml ops engineer,97183,USD,senior,ft,finland,s,finland,"spark, linux, mlops, aws",bachelor,9,manufacturing,22/06/2024,12/08/2024,1091,6.6,algorithmic solutions,Fully remote
ai01891,deep learning engineer,122921,USD,senior,Part time,canada,s,canada,"sql, pytorch, data visualization, mlops, nlp",master,6,manufacturing,14/07/2024,30/07/2024,2146,8.5,algorithmic solutions,Fully on site
ai01892,deep learning engineer,211354,USD,expert,Part time,sweden,s,netherlands,"linux, gcp, scala, java, nlp",phd,16,telecommunications,12/03/2025,05/04/2025,2332,6.6,algorithmic solutions,Hybrid
ai01893,autonomous systems engineer,70601,USD,senior,Part time,austria,s,austria,"computer vision, kubernetes, scala, python, deep learning",bachelor,5,energy,07/07/2024,23/08/2024,508,6.7,datavision ltd,Fully remote
ai01894,machine learning researcher,66340,USD,entry level,Contract,canada,s,canada,"java, computer vision, nlp, r",phd,1,telecommunications,27/12/2024,21/02/2025,1498,6.4,algorithmic solutions,Fully remote
ai01895,ai consultant,114752,USD,senior,Full time,canada,m,canada,"scala, linux, tableau, mlops, nlp",phd,8,transportation,15/05/2024,30/06/2024,865,8.7,quantum computing inc,Fully on site
ai01896,ai consultant,197148,USD,expert,Part time,israel,l,israel,"java, git, deep learning, azure, mlops",phd,15,education,09/08/2024,19/10/2024,1667,6.8,deeptech ventures,Fully on site
ai01897,ai consultant,87068,USD,senior,ft,france,s,france,"mathematics, statistics, mlops",phd,7,telecommunications,02/04/2025,08/05/2025,2445,9.4,future systems,Fully on site
ai01898,head of ai,90830,USD,mid level,Contract,germany,m,germany,"spark, tensorflow, mlops, computer vision",bachelor,3,finance,05/01/2024,16/03/2024,861,5.8,deeptech ventures,Fully remote
ai01899,deep learning engineer,101851,USD,senior,ft,south korea,m,south korea,"linux, python, tableau",phd,5,real estate,23/03/2024,23/04/2024,1877,8.4,quantum computing inc,Fully remote
ai01900,robotics engineer,68785,USD,mid level,Full time,south korea,s,south korea,"pytorch, sql, nlp, computer vision, mathematics",associate,2,energy,25/05/2024,03/08/2024,513,6.5,cloud ai solutions,Hybrid
ai01901,machine learning researcher,55728,USD,entry level,ft,germany,m,germany,"tableau, linux, mlops, git",associate,1,automotive,10/04/2025,25/05/2025,2222,8.2,techcorp inc,Fully on site
ai01902,autonomous systems engineer,86675,USD,mid level,Full time,france,l,canada,"pytorch, python, tensorflow, mlops",associate,3,transportation,07/10/2024,01/12/2024,797,8.7,cognitive computing,Hybrid
ai01903,deep learning engineer,196644,USD,expert,Full time,france,s,canada,"mathematics, aws, computer vision",associate,16,gaming,24/07/2024,01/09/2024,1946,6.4,future systems,Fully remote
ai01904,machine learning researcher,112485,USD,senior,Part time,india,l,united states,"linux, docker, deep learning",associate,6,real estate,28/08/2024,25/10/2024,1441,9.4,algorithmic solutions,Fully on site
ai01905,principal data scientist,108843,USD,entry level,Full time,united states,l,united kingdom,"sql, scala, mathematics, statistics, pytorch",phd,1,education,05/05/2024,02/07/2024,2361,6.2,quantum computing inc,Fully on site
ai01906,ai software engineer,107422,USD,senior,Full time,india,m,india,"tensorflow, gcp, scala",master,5,manufacturing,22/02/2025,11/03/2025,2186,7.3,advanced robotics,Fully on site
ai01907,machine learning engineer,59376,USD,entry level,Contract,australia,s,australia,"tensorflow, kubernetes, mlops",master,0,finance,03/05/2024,13/06/2024,1906,7.7,techcorp inc,Fully remote
ai01908,robotics engineer,142895,USD,mid level,ft,switzerland,m,switzerland,"azure, r, sql, gcp, hadoop",bachelor,2,media,05/02/2025,06/03/2025,1106,5.6,machine intelligence group,Fully remote
ai01909,machine learning engineer,99872,USD,mid level,Part time,australia,l,australia,"kubernetes, deep learning, pytorch, azure",master,4,government,09/04/2024,04/06/2024,546,6.2,neural networks co,Hybrid
ai01910,ml ops engineer,38835,USD,entry level,ft,austria,m,south korea,"sql, gcp, tensorflow, azure",master,1,retail,20/01/2025,18/03/2025,1037,8.8,algorithmic solutions,Fully remote
ai01911,data analyst,255147,USD,expert,Contract,netherlands,m,netherlands,"azure, java, deep learning, kubernetes",associate,15,retail,09/11/2024,07/01/2025,504,5.3,cognitive computing,Hybrid
ai01912,ai specialist,94462,USD,entry level,Part time,netherlands,l,netherlands,"linux, pytorch, spark",phd,0,media,04/03/2025,27/04/2025,1313,7.6,predictive systems,Hybrid
ai01913,principal data scientist,40845,USD,entry level,Part time,finland,s,finland,"python, git, linux, docker",phd,1,energy,26/02/2025,03/05/2025,2247,9.2,smart analytics,Fully on site
ai01914,principal data scientist,82060,USD,entry level,Part time,canada,l,canada,"aws, mathematics, azure, python, data visualization",phd,1,government,14/11/2024,30/12/2024,1474,8.8,future systems,Fully on site
ai01915,deep learning engineer,59675,USD,entry level,Contract,china,l,china,"docker, r, gcp, nlp",bachelor,0,healthcare,11/01/2025,10/03/2025,877,8.0,smart analytics,Fully on site
ai01916,data engineer,50287,USD,entry level,Contract,austria,s,austria,"statistics, pytorch, deep learning, r, spark",phd,0,retail,19/01/2025,10/02/2025,884,6.5,ai innovations,Fully on site
ai01917,machine learning engineer,123071,USD,expert,Full time,ireland,l,ireland,"linux, nlp, tableau, sql, statistics",master,14,technology,12/09/2024,22/11/2024,2209,7.6,datavision ltd,Fully on site
ai01918,robotics engineer,72160,USD,mid level,Contract,israel,l,canada,"data visualization, kubernetes, java, mlops",phd,2,retail,26/10/2024,19/12/2024,1301,9.7,algorithmic solutions,Hybrid
ai01919,nlp engineer,117847,USD,senior,ft,australia,s,india,"r, git, nlp, tableau, statistics",bachelor,5,manufacturing,20/09/2024,11/10/2024,1757,7.8,cloud ai solutions,Fully remote
ai01920,ai architect,84139,USD,senior,Full time,south korea,s,south korea,"nlp, tensorflow, scala, statistics, spark",associate,9,transportation,20/07/2024,29/09/2024,1126,5.3,neural networks co,Fully on site
ai01921,machine learning researcher,83977,USD,mid level,Contract,france,s,france,"azure, pytorch, data visualization, tableau",bachelor,4,government,05/04/2024,02/05/2024,550,9.5,machine intelligence group,Hybrid
ai01922,ai research scientist,61820,USD,mid level,Part time,austria,l,canada,"statistics, mlops, sql, linux",master,4,retail,13/04/2024,13/05/2024,1675,5.9,future systems,Fully remote
ai01923,head of ai,234686,USD,expert,ft,singapore,s,austria,"nlp, sql, spark, computer vision, kubernetes",master,16,healthcare,11/02/2025,06/03/2025,762,9.1,cognitive computing,Hybrid
ai01924,nlp engineer,132520,USD,senior,Part time,germany,l,germany,"hadoop, python, linux",bachelor,6,telecommunications,10/04/2024,18/05/2024,839,8.0,digital transformation llc,Fully remote
ai01925,head of ai,113713,USD,expert,ft,ireland,s,ireland,"mathematics, sql, tensorflow, azure, aws",phd,13,real estate,07/06/2024,24/06/2024,635,8.0,future systems,Fully on site
ai01926,machine learning researcher,47205,USD,entry level,Part time,ireland,s,ireland,"git, tensorflow, docker",associate,1,media,07/06/2024,09/08/2024,2211,7.5,predictive systems,Hybrid
ai01927,nlp engineer,63414,USD,entry level,ft,singapore,m,singapore,"sql, deep learning, mathematics, pytorch",associate,1,technology,12/03/2024,09/04/2024,1429,10.0,cognitive computing,Hybrid
ai01928,head of ai,90027,USD,senior,Full time,finland,l,finland,"computer vision, python, linux",bachelor,8,education,23/10/2024,16/12/2024,1054,7.6,smart analytics,Hybrid
ai01929,ai architect,82748,USD,senior,Contract,south korea,m,south korea,"r, spark, git, hadoop, tableau",associate,6,retail,27/02/2024,09/04/2024,1751,6.5,neural networks co,Fully on site
ai01930,ai software engineer,123543,USD,senior,ft,south korea,l,south korea,"computer vision, pytorch, docker, tensorflow",phd,5,automotive,05/05/2024,23/06/2024,1489,6.1,deeptech ventures,Hybrid
ai01931,ai architect,93554,USD,senior,ft,india,m,india,"python, kubernetes, git, azure, statistics",associate,9,energy,26/11/2024,28/12/2024,2416,8.2,autonomous tech,Fully on site
ai01932,research scientist,111499,USD,senior,Part time,south korea,l,south korea,"r, git, mlops, azure, python",master,5,media,26/04/2025,19/05/2025,2012,8.6,algorithmic solutions,Hybrid
ai01933,ml ops engineer,89530,USD,senior,Contract,finland,s,finland,"java, scala, python, pytorch, deep learning",phd,7,telecommunications,03/06/2024,28/07/2024,1106,9.3,neural networks co,Fully on site
ai01934,ml ops engineer,104568,USD,senior,ft,germany,s,france,"deep learning, tensorflow, nlp, java, azure",phd,8,automotive,02/02/2025,29/03/2025,2441,8.7,advanced robotics,Hybrid
ai01935,ai research scientist,198915,USD,senior,ft,norway,l,norway,"python, tensorflow, data visualization, kubernetes, deep learning",associate,7,automotive,09/02/2024,08/04/2024,721,9.3,neural networks co,Hybrid
ai01936,ai software engineer,159180,USD,mid level,Contract,switzerland,l,australia,"mathematics, python, data visualization, tensorflow, spark",bachelor,3,healthcare,18/10/2024,23/11/2024,1495,5.6,advanced robotics,Fully on site
ai01937,data scientist,144197,USD,expert,Full time,india,s,india,"r, java, linux, python",bachelor,10,healthcare,23/07/2024,21/08/2024,1293,7.2,advanced robotics,Hybrid
ai01938,ai software engineer,50962,USD,entry level,ft,finland,l,finland,"pytorch, scala, java, deep learning, kubernetes",master,0,gaming,19/03/2024,21/04/2024,1508,10.0,future systems,Fully remote
ai01939,ai architect,152384,USD,senior,Part time,singapore,l,australia,"pytorch, python, r",master,9,technology,01/03/2025,05/05/2025,2288,9.4,ai innovations,Hybrid
ai01940,head of ai,232337,USD,expert,Full time,united kingdom,l,united kingdom,"kubernetes, r, aws, scala",master,13,manufacturing,02/01/2025,10/02/2025,1005,9.5,deeptech ventures,Fully remote
ai01941,ai product manager,69472,USD,mid level,Full time,japan,s,finland,"python, linux, scala, hadoop, tensorflow",bachelor,2,finance,03/04/2025,24/05/2025,921,7.3,techcorp inc,Hybrid
ai01942,ml ops engineer,79677,USD,mid level,Full time,united kingdom,s,united kingdom,"statistics, pytorch, aws, tensorflow",bachelor,4,consulting,19/11/2024,16/12/2024,1748,8.7,smart analytics,Fully remote
ai01943,machine learning engineer,204055,USD,expert,ft,austria,l,singapore,"r, docker, deep learning, gcp, azure",phd,15,technology,05/11/2024,25/11/2024,2338,5.9,neural networks co,Fully on site
ai01944,machine learning engineer,78460,USD,senior,ft,south korea,m,south korea,"python, hadoop, java",associate,8,retail,23/02/2025,01/05/2025,2067,8.2,techcorp inc,Hybrid
ai01945,ai architect,62393,USD,entry level,ft,singapore,s,singapore,"mathematics, sql, data visualization",phd,1,telecommunications,09/12/2024,05/02/2025,1034,7.4,techcorp inc,Hybrid
ai01946,deep learning engineer,117508,USD,mid level,Contract,norway,m,norway,"aws, gcp, python",phd,2,education,21/02/2025,04/04/2025,673,5.2,advanced robotics,Fully on site
ai01947,autonomous systems engineer,169472,USD,senior,Full time,norway,l,norway,"docker, python, java",phd,9,healthcare,18/05/2024,17/06/2024,1268,6.3,smart analytics,Hybrid
ai01948,robotics engineer,59494,USD,mid level,Full time,ireland,m,ireland,"tensorflow, linux, kubernetes, scala",master,4,gaming,15/12/2024,03/01/2025,2412,7.4,future systems,Fully on site
ai01949,ai research scientist,141304,USD,senior,ft,denmark,m,netherlands,"docker, sql, azure, kubernetes",associate,6,government,14/03/2024,19/04/2024,1787,6.9,neural networks co,Hybrid
ai01950,robotics engineer,213177,USD,expert,Full time,germany,m,germany,"sql, data visualization, scala",master,19,manufacturing,14/05/2024,25/06/2024,1119,5.9,neural networks co,Fully remote
ai01951,data analyst,52005,USD,entry level,Full time,sweden,s,sweden,"spark, linux, aws, mathematics",master,0,real estate,05/12/2024,30/01/2025,2424,9.9,cloud ai solutions,Hybrid
ai01952,machine learning engineer,155889,USD,mid level,Full time,denmark,l,israel,"python, data visualization, git, tensorflow, spark",master,2,consulting,27/03/2025,31/05/2025,2373,5.2,quantum computing inc,Fully on site
ai01953,computer vision engineer,78280,USD,mid level,Contract,singapore,s,singapore,"data visualization, computer vision, r",phd,3,gaming,22/01/2025,14/03/2025,1659,9.2,advanced robotics,Fully remote
ai01954,data analyst,64859,USD,mid level,Full time,finland,s,austria,"kubernetes, tableau, python, nlp, mathematics",master,4,consulting,12/02/2024,19/04/2024,1158,5.8,datavision ltd,Fully on site
ai01955,computer vision engineer,80376,USD,mid level,Full time,netherlands,m,netherlands,"spark, mathematics, scala, hadoop",master,3,gaming,11/03/2024,17/05/2024,1493,6.3,autonomous tech,Hybrid
ai01956,nlp engineer,179466,USD,expert,Contract,netherlands,s,netherlands,"mathematics, statistics, tableau, pytorch, linux",bachelor,14,finance,03/02/2024,25/02/2024,1826,9.3,smart analytics,Fully on site
ai01957,ai product manager,124687,USD,senior,Contract,australia,m,australia,"tensorflow, scala, data visualization, python",master,8,gaming,26/05/2024,19/06/2024,1425,6.8,advanced robotics,Fully on site
ai01958,research scientist,65679,USD,mid level,Part time,south korea,l,south korea,"kubernetes, linux, mathematics, python, git",bachelor,3,retail,25/02/2025,19/04/2025,2028,9.9,quantum computing inc,Hybrid
ai01959,ai research scientist,40124,USD,entry level,Full time,ireland,m,ireland,"git, aws, mlops, python, computer vision",bachelor,0,technology,13/07/2024,08/08/2024,2408,7.1,deeptech ventures,Hybrid
ai01960,machine learning engineer,291583,USD,expert,Contract,netherlands,l,japan,"python, git, tensorflow",associate,19,education,08/02/2024,13/03/2024,2184,5.7,datavision ltd,Fully on site
ai01961,data analyst,119291,USD,entry level,Part time,switzerland,l,switzerland,"git, mathematics, mlops, python, scala",phd,1,telecommunications,26/01/2024,14/02/2024,1476,8.7,future systems,Fully on site
ai01962,machine learning engineer,189567,USD,expert,Contract,australia,s,australia,"java, kubernetes, pytorch, linux",master,10,education,29/11/2024,17/12/2024,1672,9.0,advanced robotics,Fully on site
ai01963,machine learning engineer,176467,USD,expert,ft,australia,l,singapore,"docker, sql, deep learning",associate,10,finance,23/08/2024,28/10/2024,2228,6.3,neural networks co,Hybrid
ai01964,ai architect,240570,USD,senior,Contract,switzerland,l,switzerland,"azure, sql, data visualization, scala",master,7,technology,08/02/2025,14/04/2025,1928,9.3,future systems,Fully on site
ai01965,data engineer,105387,USD,senior,ft,sweden,s,sweden,"sql, nlp, tableau",bachelor,7,energy,05/05/2024,12/06/2024,1860,7.5,cognitive computing,Hybrid
ai01966,research scientist,48949,USD,mid level,Full time,israel,s,israel,"sql, git, java, mathematics, tableau",bachelor,2,consulting,15/03/2024,16/05/2024,1967,8.9,machine intelligence group,Fully remote
ai01967,ai product manager,51548,USD,mid level,Contract,india,m,india,"kubernetes, sql, tensorflow",bachelor,4,automotive,22/10/2024,16/12/2024,656,9.6,cognitive computing,Fully remote
ai01968,data scientist,178652,USD,expert,Full time,china,m,france,"java, tableau, computer vision",phd,13,manufacturing,27/03/2025,18/05/2025,2439,8.9,digital transformation llc,Fully remote
ai01969,autonomous systems engineer,84973,USD,senior,Full time,finland,l,finland,"pytorch, tensorflow, hadoop, deep learning, docker",associate,9,media,24/03/2024,03/06/2024,802,8.2,algorithmic solutions,Fully on site
ai01970,data engineer,98156,USD,mid level,Part time,singapore,s,singapore,"mathematics, gcp, scala",phd,4,automotive,02/12/2024,31/12/2024,1292,7.4,algorithmic solutions,Hybrid
ai01971,data analyst,81594,USD,entry level,Contract,united states,l,united states,"hadoop, java, kubernetes",bachelor,1,transportation,23/04/2025,19/06/2025,1196,8.5,machine intelligence group,Fully on site
ai01972,machine learning researcher,73923,USD,mid level,Part time,finland,l,finland,"r, tableau, sql, git, deep learning",associate,3,finance,24/10/2024,23/12/2024,663,9.7,algorithmic solutions,Fully remote
ai01973,data scientist,75459,USD,mid level,Full time,australia,s,australia,"statistics, azure, deep learning, mathematics, computer vision",phd,4,transportation,01/05/2024,20/06/2024,2244,8.3,deeptech ventures,Hybrid
ai01974,ai specialist,186793,USD,expert,ft,canada,l,israel,"scala, hadoop, tableau",bachelor,10,media,28/02/2025,16/03/2025,1531,6.8,autonomous tech,Hybrid
ai01975,computer vision engineer,96552,USD,mid level,Part time,united kingdom,m,united kingdom,"python, tableau, git, data visualization",associate,3,consulting,16/05/2024,20/06/2024,1937,6.2,algorithmic solutions,Fully on site
ai01976,principal data scientist,82240,USD,senior,Contract,south korea,m,south korea,"tensorflow, mathematics, deep learning, azure, linux",master,5,transportation,27/02/2025,16/03/2025,1888,6.7,techcorp inc,Hybrid
ai01977,ai architect,116310,USD,mid level,Part time,denmark,l,denmark,"git, gcp, python, kubernetes",phd,2,retail,26/02/2025,08/05/2025,2024,5.2,machine intelligence group,Fully on site
ai01978,autonomous systems engineer,159928,USD,senior,Contract,norway,s,norway,"sql, linux, pytorch, tableau",master,8,real estate,02/03/2025,10/05/2025,1022,9.8,datavision ltd,Fully on site
ai01979,deep learning engineer,68513,USD,entry level,Full time,denmark,s,japan,"sql, nlp, pytorch, git",phd,0,real estate,03/02/2024,05/04/2024,1796,7.9,ai innovations,Hybrid
ai01980,machine learning researcher,45999,USD,entry level,Full time,china,s,sweden,"scala, nlp, data visualization",bachelor,0,consulting,26/04/2025,07/06/2025,1039,6.2,ai innovations,Fully remote
ai01981,machine learning engineer,183692,USD,senior,Contract,united kingdom,l,united kingdom,"scala, sql, computer vision, deep learning, docker",phd,8,healthcare,22/10/2024,02/01/2025,2259,9.4,deeptech ventures,Fully on site
ai01982,machine learning researcher,46188,USD,entry level,ft,india,m,france,"scala, git, computer vision, hadoop",bachelor,1,automotive,12/06/2024,16/08/2024,1406,9.1,digital transformation llc,Fully remote
ai01983,ai research scientist,141440,USD,senior,ft,netherlands,m,netherlands,"nlp, pytorch, tableau, spark, deep learning",master,6,government,19/01/2025,30/03/2025,795,8.3,neural networks co,Fully on site
ai01984,machine learning engineer,60859,USD,mid level,Full time,india,m,india,"scala, azure, statistics, linux, computer vision",phd,2,media,02/08/2024,16/09/2024,2288,5.2,ai innovations,Fully remote
ai01985,autonomous systems engineer,222536,USD,senior,ft,switzerland,l,switzerland,"data visualization, sql, docker, mathematics",associate,8,energy,08/04/2024,07/06/2024,2223,7.4,cloud ai solutions,Hybrid
ai01986,principal data scientist,78165,USD,entry level,Full time,switzerland,m,israel,"sql, java, computer vision, kubernetes",phd,1,education,30/12/2024,14/01/2025,2284,5.7,machine intelligence group,Fully on site
ai01987,ai specialist,51821,USD,mid level,ft,ireland,m,ireland,"r, computer vision, sql, gcp",master,4,telecommunications,21/01/2024,05/02/2024,2417,9.2,ai innovations,Fully remote
ai01988,data engineer,90770,USD,senior,Full time,india,s,india,"tensorflow, python, docker, statistics, deep learning",bachelor,8,automotive,28/11/2024,27/01/2025,2286,5.4,ai innovations,Fully remote
ai01989,ai research scientist,219209,USD,expert,ft,australia,m,canada,"sql, hadoop, mlops, deep learning, tensorflow",associate,13,consulting,11/04/2025,29/04/2025,1307,8.4,autonomous tech,Fully remote
ai01990,ml ops engineer,150601,USD,expert,Part time,singapore,s,singapore,"mlops, pytorch, java, scala",bachelor,18,gaming,11/03/2024,04/04/2024,1282,6.2,machine intelligence group,Fully on site
ai01991,machine learning engineer,72571,USD,mid level,Part time,austria,l,austria,"aws, scala, kubernetes, deep learning",phd,3,manufacturing,21/05/2024,27/06/2024,1479,7.5,quantum computing inc,Fully remote
ai01992,autonomous systems engineer,84035,USD,mid level,Contract,china,l,china,"sql, azure, tableau",associate,2,technology,04/03/2024,03/05/2024,557,8.9,digital transformation llc,Hybrid
ai01993,principal data scientist,126831,USD,senior,ft,united kingdom,s,united kingdom,"sql, mlops, tableau, kubernetes",master,9,education,10/02/2025,25/03/2025,1609,5.3,quantum computing inc,Fully on site
ai01994,ai specialist,83776,USD,senior,Part time,finland,m,finland,"kubernetes, computer vision, spark, statistics",phd,9,consulting,09/08/2024,06/09/2024,2425,5.2,autonomous tech,Fully remote
ai01995,data engineer,188284,USD,expert,Part time,germany,m,germany,"python, tensorflow, mathematics",associate,12,government,26/02/2024,27/03/2024,709,7.9,machine intelligence group,Fully remote
ai01996,ai product manager,82981,USD,mid level,Full time,china,l,china,"computer vision, linux, scala",master,4,media,24/01/2025,07/03/2025,1448,8.9,machine intelligence group,Fully remote
ai01997,ai research scientist,159917,USD,senior,Contract,netherlands,m,ireland,"tableau, gcp, statistics",phd,7,technology,12/04/2024,02/05/2024,2443,6.0,quantum computing inc,Fully on site
ai01998,ai consultant,193451,USD,expert,Contract,norway,s,norway,"nlp, python, gcp, tableau",associate,12,real estate,21/03/2025,16/04/2025,1853,7.6,machine intelligence group,Fully remote
ai01999,machine learning engineer,72053,USD,entry level,ft,denmark,m,japan,"kubernetes, nlp, azure",bachelor,1,government,08/05/2024,02/06/2024,543,5.2,predictive systems,Fully remote
ai02000,principal data scientist,51840,USD,mid level,Part time,israel,m,israel,"r, pytorch, aws",associate,3,finance,12/01/2024,03/02/2024,1200,8.6,machine intelligence group,Hybrid
ai02001,ai architect,119975,USD,mid level,Full time,switzerland,l,australia,"aws, sql, python, tensorflow",phd,2,retail,05/12/2024,06/02/2025,2303,6.1,datavision ltd,Fully remote
ai02002,robotics engineer,251718,USD,expert,Contract,singapore,l,france,"statistics, aws, tensorflow, python",master,19,gaming,04/03/2024,09/05/2024,2246,7.5,deeptech ventures,Hybrid
ai02003,head of ai,62962,USD,entry level,Full time,austria,l,austria,"python, tableau, data visualization, scala",associate,0,technology,17/03/2024,15/04/2024,1000,6.1,cognitive computing,Hybrid
ai02004,data scientist,107125,USD,mid level,Part time,sweden,l,sweden,"data visualization, python, mathematics",phd,2,real estate,27/08/2024,05/10/2024,2362,8.4,neural networks co,Hybrid
ai02005,data scientist,306266,USD,expert,Full time,singapore,l,singapore,"aws, deep learning, tableau",bachelor,16,government,04/06/2024,03/08/2024,1297,7.9,smart analytics,Hybrid
ai02006,data analyst,48573,USD,entry level,ft,india,l,india,"tableau, data visualization, azure, gcp, mathematics",bachelor,1,automotive,06/05/2024,31/05/2024,1308,7.1,machine intelligence group,Fully on site
ai02007,data scientist,33546,USD,entry level,Part time,finland,s,finland,"pytorch, sql, nlp, hadoop, gcp",phd,1,technology,11/05/2024,20/06/2024,1254,9.2,quantum computing inc,Hybrid
ai02008,nlp engineer,74504,USD,mid level,ft,australia,m,australia,"hadoop, linux, data visualization",phd,2,gaming,28/10/2024,23/12/2024,1384,9.5,cloud ai solutions,Hybrid
ai02009,ai software engineer,53292,USD,entry level,Full time,israel,m,israel,"sql, scala, azure",master,1,retail,23/10/2024,26/11/2024,2093,6.0,algorithmic solutions,Hybrid
ai02010,deep learning engineer,83620,USD,mid level,ft,ireland,l,ireland,"linux, azure, gcp",master,2,education,04/12/2024,17/01/2025,1221,8.5,cognitive computing,Hybrid
ai02011,ai product manager,38104,USD,entry level,Full time,japan,s,japan,"data visualization, spark, nlp, mathematics, deep learning",associate,0,energy,23/07/2024,01/10/2024,1800,5.2,cloud ai solutions,Fully on site
ai02012,ai architect,73776,USD,mid level,Part time,germany,s,germany,"python, scala, deep learning, statistics, tableau",associate,4,real estate,16/07/2024,06/09/2024,840,5.9,smart analytics,Fully on site
ai02013,principal data scientist,274301,USD,expert,Contract,denmark,l,canada,"tensorflow, deep learning, linux, r",bachelor,16,healthcare,07/01/2025,04/03/2025,847,9.5,neural networks co,Hybrid
ai02014,machine learning engineer,145626,USD,senior,Contract,united states,m,france,"nlp, computer vision, tableau, tensorflow",associate,9,healthcare,03/01/2025,14/03/2025,838,9.5,cloud ai solutions,Hybrid
ai02015,principal data scientist,74964,USD,entry level,Full time,canada,m,france,"azure, python, linux, statistics",associate,1,gaming,12/01/2024,09/02/2024,2302,5.8,algorithmic solutions,Fully remote
ai02016,ai specialist,88508,USD,senior,ft,south korea,m,south korea,"docker, python, tensorflow",associate,8,education,10/01/2024,09/03/2024,2441,9.3,predictive systems,Fully on site
ai02017,nlp engineer,104599,USD,expert,Full time,finland,m,finland,"scala, sql, git",associate,12,energy,12/01/2025,07/02/2025,639,5.0,quantum computing inc,Fully on site
