job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI02006,Data Analyst,48573.0,USD,Entry level,Full time,India,L,India,Fully on site,"Tableau, Data Visualization, Azure, GCP, Mathematics",Bachelor,1,Automotive,06/05/2024,31/05/2024,1308,7.1,Machine Intelligence Group
AI02007,Data Scientist,33546.0,USD,Entry level,Part time,Finland,S,Finland,Hybrid,"PyTorch, SQL, NLP, Hadoop, GCP",PhD,1,Technology,11/05/2024,20/06/2024,1254,9.2,Quantum Computing Inc
AI02008,NLP Engineer,74504.0,USD,Mid level,Full time,Australia,M,Australia,Hybrid,"Hadoop, Linux, Data Visualization",PhD,2,Gaming,28/10/2024,23/12/2024,1384,9.5,Cloud AI Solutions
AI02009,AI Software Engineer,53292.0,USD,Entry level,Freelance,Israel,M,Israel,Hybrid,"SQL, Scala, Azure",Master,1,Retail,23/10/2024,26/11/2024,2093,6.0,Algorithmic Solutions
AI02010,Deep Learning Engineer,83620.0,USD,Mid level,Full time,Ireland,L,Ireland,Hybrid,"Linux, Azure, GCP",Master,2,Education,04/12/2024,17/01/2025,1221,8.5,Cognitive Computing
AI02011,AI Product Manager,38104.0,USD,Entry level,Freelance,Japan,S,Japan,Fully on site,"Data Visualization, Spark, NLP, Mathematics, Deep Learning",Associate,0,Energy,23/07/2024,01/10/2024,1800,5.2,Cloud AI Solutions
AI02012,AI Architect,84842.4,USD,Mid level,Part time,Germany,S,Germany,Fully on site,"Python, Scala, Deep Learning, Statistics, Tableau",Associate,4,Real Estate,16/07/2024,06/09/2024,840,5.9,Smart Analytics
AI02013,Principal Data Scientist,274301.0,USD,Expert,Contract,Denmark,L,Canada,Hybrid,"TensorFlow, Deep Learning, Linux, R",Bachelor,16,Healthcare,07/01/2025,04/03/2025,847,9.5,Neural Networks Co
AI02014,Machine Learning Engineer,145626.0,USD,Senior,Contract,United States,M,France,Hybrid,"NLP, Computer Vision, Tableau, TensorFlow",Associate,9,Healthcare,03/01/2025,14/03/2025,838,9.5,Cloud AI Solutions
AI02015,Principal Data Scientist,74964.0,USD,Entry level,Freelance,Canada,M,France,Fully remote,"Azure, Python, Linux, Statistics",Associate,1,Gaming,12/01/2024,09/02/2024,2302,5.8,Algorithmic Solutions
AI02016,AI Specialist,88508.0,USD,Senior,Full time,South Korea,M,South Korea,Fully on site,"Docker, Python, TensorFlow",Associate,8,Education,10/01/2024,09/03/2024,2441,9.3,Predictive Systems
AI02017,NLP Engineer,104599.0,USD,Expert,Freelance,Finland,M,Finland,Fully on site,"Scala, SQL, Git",Associate,12,Energy,12/01/2025,07/02/2025,639,5.0,Quantum Computing Inc
AI02018,Research Scientist,167159.4,USD,Senior,Part time,Netherlands,L,Netherlands,Fully on site,"Hadoop, Tableau, Deep Learning",Bachelor,5,Telecommunications,25/08/2024,07/10/2024,1969,5.1,TechCorp Inc
AI02019,AI Product Manager,190470.28,USD,Senior,Contract,United Kingdom,S,United Kingdom,Fully remote,"Python, Git, Java, Hadoop",Associate,6,Gaming,31/05/2024,29/07/2024,1250,10.0,Digital Transformation LLC
AI02020,AI Specialist,198340.0,USD,Expert,Part time,United States,L,United States,Fully remote,"NLP, R, Docker, SQL",Master,13,Transportation,08/03/2024,11/05/2024,1556,8.8,Advanced Robotics
AI02021,Data Scientist,266719.0,USD,Expert,Part time,Sweden,L,Sweden,Hybrid,"Hadoop, Scala, GCP, Docker",Bachelor,18,Government,21/12/2024,23/01/2025,1500,9.7,AI Innovations
AI02022,Head of AI,67708.54999999999,USD,Entry level,Contract,Germany,M,Germany,Fully on site,"PyTorch, TensorFlow, Python, Java",Associate,1,Telecommunications,15/03/2024,26/05/2024,1541,8.1,Machine Intelligence Group
AI02023,NLP Engineer,97337.15,USD,Mid level,Part time,France,S,United Kingdom,Fully on site,"R, Hadoop, Python, Azure, Data Visualization",Bachelor,3,Government,15/01/2025,21/03/2025,1559,9.3,Smart Analytics
AI02024,Data Analyst,156699.0,USD,Senior,Freelance,Singapore,L,Singapore,Fully remote,"Kubernetes, Computer Vision, Hadoop, Statistics",Bachelor,5,Government,10/04/2024,08/05/2024,1889,7.5,Neural Networks Co
AI02025,AI Software Engineer,73752.0,USD,Mid level,Freelance,Israel,L,Israel,Fully remote,"GCP, Python, Mathematics",Associate,3,Government,27/06/2024,05/09/2024,1249,7.7,Cloud AI Solutions
AI02026,Data Engineer,175297.0,USD,Expert,Full time,Israel,M,Israel,Fully remote,"Tableau, GCP, Deep Learning, SQL, Python",PhD,11,Technology,08/04/2024,20/06/2024,1699,9.8,Autonomous Tech
AI02027,AI Specialist,196156.65,USD,Senior,Freelance,Germany,L,Netherlands,Fully remote,"Tableau, NLP, Hadoop",PhD,5,Finance,21/08/2024,17/09/2024,1798,8.8,TechCorp Inc
AI02028,Computer Vision Engineer,295058.0,USD,Expert,Contract,United States,L,India,Fully on site,"Deep Learning, Git, AWS",Master,18,Manufacturing,13/12/2024,28/12/2024,1617,5.6,DeepTech Ventures
AI02029,Autonomous Systems Engineer,128911.0,USD,Mid level,Contract,United States,M,United States,Hybrid,"Tableau, MLOps, Kubernetes, SQL",PhD,4,Energy,03/02/2024,11/03/2024,1717,8.3,Algorithmic Solutions
AI02030,Principal Data Scientist,238549.0,USD,Expert,Freelance,Norway,L,Austria,Fully on site,"Spark, Hadoop, Python, Kubernetes",Bachelor,11,Real Estate,25/04/2024,15/06/2024,1727,9.4,Neural Networks Co
AI02031,AI Software Engineer,105975.0,USD,Senior,Part time,Japan,L,Japan,Hybrid,"R, Kubernetes, Data Visualization",PhD,5,Telecommunications,16/02/2025,30/03/2025,651,9.8,DeepTech Ventures
AI02032,Data Engineer,310349.0,USD,Expert,Contract,Switzerland,L,Switzerland,Hybrid,"SQL, Scala, Kubernetes",Bachelor,14,Technology,13/01/2024,12/02/2024,1027,9.8,Digital Transformation LLC
AI02033,Data Analyst,85852.0,USD,Entry level,Full time,United States,L,India,Hybrid,"Kubernetes, PyTorch, Hadoop, Data Visualization",Associate,0,Technology,15/01/2025,01/03/2025,608,8.7,DataVision Ltd
AI02034,Computer Vision Engineer,56379.0,USD,Entry level,Part time,Sweden,S,Sweden,Hybrid,"Linux, Hadoop, Deep Learning, Kubernetes, GCP",Associate,1,Finance,16/09/2024,01/11/2024,1362,7.0,DataVision Ltd
AI02035,AI Research Scientist,335564.14,USD,Expert,Full time,United Kingdom,M,United Kingdom,Fully remote,"Git, GCP, SQL, PyTorch, Mathematics",Master,19,Media,02/06/2024,30/06/2024,2487,8.4,DeepTech Ventures
AI02036,ML Ops Engineer,40697.0,USD,Entry level,Part time,Austria,M,Austria,Hybrid,"Kubernetes, Java, Mathematics, Computer Vision, Tableau",Bachelor,0,Real Estate,05/03/2025,26/04/2025,812,8.1,AI Innovations
AI02037,AI Software Engineer,322318.0,USD,Expert,Freelance,Switzerland,S,Netherlands,Fully remote,"SQL, PyTorch, Deep Learning, AWS",PhD,13,Consulting,03/07/2024,13/09/2024,771,8.9,Smart Analytics
AI02038,AI Architect,109178.7,USD,Mid level,Freelance,Germany,L,Norway,Fully on site,"Python, TensorFlow, Tableau, R, Linux",Associate,4,Media,30/05/2024,10/07/2024,1983,6.8,Cloud AI Solutions
AI02039,AI Research Scientist,107924.0,USD,Mid level,Full time,Sweden,M,Sweden,Fully on site,"Python, TensorFlow, GCP, PyTorch, Linux",Master,3,Manufacturing,14/10/2024,27/11/2024,1624,6.6,TechCorp Inc
AI02040,Computer Vision Engineer,49156.0,USD,Mid level,Freelance,Finland,S,Finland,Hybrid,"Docker, MLOps, Mathematics, Python",Master,2,Automotive,10/10/2024,06/12/2024,1285,6.5,Predictive Systems
AI02041,Data Scientist,61384.0,USD,Entry level,Part time,Singapore,S,United States,Fully on site,"Computer Vision, MLOps, AWS",Associate,0,Media,23/06/2024,19/08/2024,1635,6.3,Neural Networks Co
AI02042,Head of AI,181091.0,USD,Senior,Part time,Denmark,M,Singapore,Hybrid,"Java, SQL, Statistics",PhD,7,Education,07/05/2024,13/06/2024,2334,7.6,Smart Analytics
AI02043,Data Scientist,43474.0,USD,Entry level,Full time,Israel,L,Israel,Hybrid,"PyTorch, Spark, SQL",PhD,0,Media,02/06/2024,12/08/2024,1745,6.9,DeepTech Ventures
AI02044,Machine Learning Engineer,82781.0,USD,Entry level,Contract,Denmark,S,Denmark,Fully remote,"Tableau, PyTorch, TensorFlow",Bachelor,0,Education,18/11/2024,19/01/2025,1257,7.5,Machine Intelligence Group
AI02045,AI Consultant,88559.2,USD,Entry level,Part time,Netherlands,L,Denmark,Fully remote,"Spark, Python, Git, TensorFlow, Tableau",Bachelor,1,Automotive,28/10/2024,11/11/2024,1577,7.1,Neural Networks Co
AI02046,Machine Learning Researcher,118788.0,USD,Mid level,Freelance,Norway,S,Norway,Fully remote,"Java, NLP, MLOps, Statistics, Tableau",PhD,2,Gaming,31/01/2024,26/02/2024,1721,9.1,DataVision Ltd
AI02047,Machine Learning Engineer,101894.0,USD,Senior,Contract,Sweden,S,Sweden,Fully remote,"Python, Hadoop, NLP",Bachelor,8,Automotive,06/02/2025,14/03/2025,2007,5.9,Digital Transformation LLC
AI02048,Data Engineer,87139.0,USD,Entry level,Contract,United States,M,United States,Fully remote,"GCP, TensorFlow, Linux, Python",Associate,1,Retail,13/02/2025,20/03/2025,2361,6.7,AI Innovations
AI02049,Deep Learning Engineer,55375.0,USD,Mid level,Full time,China,S,China,Hybrid,"Linux, GCP, R, Computer Vision, Mathematics",Bachelor,2,Retail,02/04/2025,27/04/2025,614,8.3,Autonomous Tech
AI02050,Autonomous Systems Engineer,61701.0,USD,Entry level,Freelance,Sweden,S,Sweden,Hybrid,"Scala, Docker, Tableau",Master,1,Technology,15/08/2024,19/10/2024,2116,7.1,Smart Analytics
AI02051,AI Consultant,68729.0,USD,Senior,Full time,Ireland,S,France,Hybrid,"Docker, PyTorch, SQL, Linux",Bachelor,5,Education,08/03/2024,11/04/2024,1962,5.4,Digital Transformation LLC
AI02052,ML Ops Engineer,56037.0,USD,Entry level,Full time,Australia,S,Australia,Fully remote,"Python, MLOps, Linux, TensorFlow, Deep Learning",Master,1,Retail,03/02/2024,05/04/2024,1961,5.8,Cognitive Computing
AI02053,Research Scientist,188436.0,USD,Expert,Contract,Singapore,M,Singapore,Fully on site,"Python, Statistics, Kubernetes, TensorFlow, Mathematics",Associate,14,Healthcare,31/01/2024,03/03/2024,684,5.2,Algorithmic Solutions
AI02054,Autonomous Systems Engineer,86338.54999999999,USD,Entry level,Contract,Netherlands,S,Netherlands,Fully remote,"Docker, R, Mathematics",Bachelor,1,Media,30/05/2024,22/06/2024,1738,6.2,AI Innovations
AI02055,Machine Learning Researcher,230705.0,USD,Expert,Contract,Canada,M,Canada,Fully remote,"Linux, Mathematics, Python, Git, Statistics",Associate,11,Automotive,21/01/2024,09/03/2024,2499,5.8,Cloud AI Solutions
AI02056,Autonomous Systems Engineer,156030.0,USD,Senior,Full time,Switzerland,M,Norway,Fully remote,"Kubernetes, Java, Scala, Deep Learning, NLP",Associate,9,Real Estate,30/03/2025,04/05/2025,1964,7.6,Autonomous Tech
AI02057,Principal Data Scientist,94305.74999999999,USD,Entry level,Freelance,France,L,France,Fully on site,"SQL, Docker, PyTorch, AWS",Master,1,Media,13/04/2025,11/05/2025,1474,7.7,Advanced Robotics
AI02058,ML Ops Engineer,100613.90000000001,USD,Entry level,Full time,United Kingdom,S,United Kingdom,Hybrid,"Data Visualization, PyTorch, Java, Python, GCP",Master,1,Telecommunications,01/10/2024,08/12/2024,1003,8.7,Machine Intelligence Group
AI02059,NLP Engineer,84401.95,USD,Mid level,Full time,France,S,Israel,Hybrid,"Spark, Python, Computer Vision, Scala",Associate,2,Automotive,12/10/2024,07/11/2024,1551,8.7,Advanced Robotics
AI02060,Machine Learning Researcher,116262.7,USD,Mid level,Part time,Netherlands,L,Canada,Hybrid,"Java, Statistics, Python",Master,4,Transportation,06/07/2024,22/07/2024,1238,8.8,Quantum Computing Inc
AI02061,AI Consultant,57535.0,USD,Entry level,Full time,India,L,India,Hybrid,"Python, Data Visualization, MLOps",Bachelor,0,Gaming,24/03/2025,29/04/2025,1278,9.2,Algorithmic Solutions
AI02062,Computer Vision Engineer,96824.0,USD,Mid level,Part time,Australia,S,Australia,Fully remote,"GCP, PyTorch, Deep Learning, MLOps",Master,4,Consulting,15/03/2025,16/05/2025,1517,9.9,Future Systems
AI02063,Autonomous Systems Engineer,217955.0,USD,Senior,Full time,Switzerland,L,Switzerland,Fully remote,"Java, AWS, Tableau, Spark",Bachelor,9,Finance,11/09/2024,10/10/2024,1193,5.4,Autonomous Tech
AI02064,Research Scientist,61276.0,USD,Entry level,Contract,Singapore,S,Singapore,Hybrid,"Git, Hadoop, Docker",PhD,1,Finance,31/03/2025,31/05/2025,1634,5.9,Future Systems
AI02065,AI Consultant,104933.0,USD,Entry level,Freelance,Norway,L,Norway,Fully remote,"Kubernetes, MLOps, Deep Learning",Bachelor,1,Education,09/01/2025,22/02/2025,2171,6.5,Algorithmic Solutions
AI02066,AI Specialist,142782.0,USD,Expert,Contract,Israel,M,Israel,Hybrid,"Python, R, MLOps",Associate,19,Telecommunications,07/03/2024,26/03/2024,1181,5.9,DeepTech Ventures
AI02067,Data Scientist,204726.0,USD,Expert,Part time,Denmark,L,Denmark,Hybrid,"Deep Learning, Python, Docker, Linux, MLOps",Bachelor,11,Retail,19/01/2025,20/03/2025,2405,8.1,TechCorp Inc
AI02068,AI Architect,60005.0,USD,Mid level,Part time,China,S,Ireland,Fully remote,"Scala, R, Python, AWS, SQL",Master,4,Healthcare,15/03/2024,04/05/2024,2004,8.0,Machine Intelligence Group
AI02069,AI Specialist,147711.0,USD,Expert,Part time,Singapore,S,France,Hybrid,"Scala, Python, MLOps",PhD,16,Gaming,24/06/2024,31/07/2024,1426,9.3,Predictive Systems
AI02070,AI Architect,71812.0,USD,Mid level,Contract,Canada,M,Austria,Fully remote,"Python, MLOps, Scala, Computer Vision, TensorFlow",Associate,3,Healthcare,23/01/2025,16/03/2025,2249,7.9,Machine Intelligence Group
AI02071,Data Engineer,96752.95,USD,Mid level,Freelance,France,S,France,Fully on site,"Deep Learning, Scala, Azure, Kubernetes, Statistics",Master,3,Transportation,26/09/2024,01/12/2024,1259,7.6,Algorithmic Solutions
AI02072,AI Product Manager,144922.34,USD,Senior,Freelance,United Kingdom,M,Israel,Fully remote,"Kubernetes, Python, TensorFlow, Hadoop",Bachelor,8,Consulting,22/03/2024,10/05/2024,1548,5.7,AI Innovations
AI02073,AI Architect,127345.0,USD,Mid level,Full time,Denmark,M,Denmark,Hybrid,"Python, Spark, Deep Learning, Java, Git",Bachelor,2,Automotive,10/09/2024,09/11/2024,1174,5.6,Cognitive Computing
AI02074,AI Product Manager,186825.0,USD,Expert,Part time,Canada,M,Canada,Hybrid,"Tableau, GCP, R, Linux, SQL",Associate,16,Automotive,24/06/2024,10/07/2024,2276,5.4,Advanced Robotics
AI02075,Research Scientist,45317.0,USD,Entry level,Full time,Austria,L,Austria,Fully on site,"Spark, Azure, Java",PhD,1,Media,03/11/2024,13/01/2025,996,6.7,Neural Networks Co
AI02076,Head of AI,151540.09999999998,USD,Senior,Full time,Netherlands,L,Netherlands,Fully on site,"Java, Linux, Hadoop",Master,5,Energy,07/04/2024,17/05/2024,1463,7.2,AI Innovations
AI02077,AI Software Engineer,88064.0,USD,Mid level,Part time,Australia,M,Australia,Fully remote,"Hadoop, Computer Vision, Data Visualization, Python",Associate,4,Energy,15/02/2024,30/03/2024,922,9.3,DeepTech Ventures
AI02078,Machine Learning Engineer,87867.0,USD,Mid level,Contract,Ireland,L,Ireland,Fully remote,"Kubernetes, Deep Learning, Computer Vision, PyTorch, GCP",Bachelor,3,Technology,04/03/2025,02/05/2025,1832,7.1,DeepTech Ventures
AI02079,ML Ops Engineer,43469.0,USD,Entry level,Contract,India,L,India,Fully remote,"Spark, Statistics, SQL, Python, MLOps",Master,0,Manufacturing,30/11/2024,09/02/2025,1124,7.6,Machine Intelligence Group
AI02080,Data Engineer,189084.15,USD,Expert,Freelance,Germany,S,Australia,Fully on site,"Deep Learning, MLOps, Kubernetes, R",Bachelor,16,Transportation,23/08/2024,27/10/2024,927,8.1,Algorithmic Solutions
AI02081,NLP Engineer,173029.0,USD,Expert,Contract,Israel,L,Israel,Hybrid,"R, Python, GCP, SQL",Bachelor,16,Media,28/03/2024,05/05/2024,612,9.5,Cognitive Computing
AI02082,Autonomous Systems Engineer,136693.0,USD,Senior,Contract,Singapore,L,Singapore,Fully remote,"PyTorch, Java, SQL",PhD,6,Telecommunications,24/02/2024,22/04/2024,1597,9.1,Future Systems
AI02083,AI Product Manager,181150.3,USD,Senior,Freelance,Netherlands,L,Netherlands,Fully on site,"AWS, Scala, Java, Git, SQL",PhD,7,Energy,16/01/2024,16/02/2024,795,5.4,Predictive Systems
AI02084,Principal Data Scientist,174414.0,USD,Senior,Contract,Denmark,L,Denmark,Fully remote,"Java, R, Scala",Master,7,Gaming,03/04/2025,17/05/2025,2154,6.5,Digital Transformation LLC
AI02085,Principal Data Scientist,52661.0,USD,Mid level,Contract,Finland,M,Finland,Fully remote,"Scala, Tableau, TensorFlow, Mathematics",PhD,4,Automotive,31/08/2024,03/11/2024,2273,5.6,Machine Intelligence Group
AI02086,Research Scientist,56264.0,USD,Entry level,Full time,Israel,M,Israel,Fully remote,"AWS, Linux, SQL",PhD,0,Energy,15/06/2024,29/07/2024,1080,9.3,Quantum Computing Inc
AI02087,Machine Learning Researcher,84867.56000000001,USD,Entry level,Contract,United Kingdom,L,United Kingdom,Fully on site,"Hadoop, Computer Vision, Scala, PyTorch, MLOps",PhD,0,Energy,15/01/2025,01/02/2025,1054,5.6,Cognitive Computing
AI02088,Head of AI,323307.55,USD,Expert,Part time,Netherlands,L,Netherlands,Fully on site,"Scala, Computer Vision, MLOps, Linux, Java",Associate,12,Media,02/11/2024,07/01/2025,1723,8.3,Smart Analytics
AI02089,Data Scientist,126696.0,USD,Mid level,Contract,Switzerland,M,Switzerland,Fully on site,"Python, Git, Scala, GCP, Java",Master,3,Real Estate,09/04/2024,08/06/2024,1797,8.5,Neural Networks Co
AI02090,AI Software Engineer,131641.65,USD,Senior,Contract,Germany,S,Germany,Hybrid,"Java, Hadoop, Computer Vision, Kubernetes, Git",Master,7,Technology,17/07/2024,06/09/2024,1397,6.9,Future Systems
AI02091,Research Scientist,95654.0,USD,Expert,Full time,South Korea,S,South Korea,Fully on site,"Deep Learning, Docker, PyTorch",Associate,13,Technology,23/05/2024,24/07/2024,2285,7.0,Machine Intelligence Group
AI02092,AI Architect,85133.0,USD,Senior,Part time,India,S,Denmark,Fully remote,"MLOps, Kubernetes, Docker",Bachelor,5,Real Estate,04/04/2024,23/04/2024,2019,7.6,Algorithmic Solutions
AI02093,Machine Learning Researcher,89196.29999999999,USD,Mid level,Freelance,Netherlands,S,Germany,Hybrid,"SQL, Mathematics, PyTorch, Computer Vision",Bachelor,3,Retail,14/09/2024,01/11/2024,587,9.1,Smart Analytics
AI02094,ML Ops Engineer,208434.05,USD,Expert,Freelance,Netherlands,S,Netherlands,Hybrid,"Java, Git, Scala",Associate,17,Media,17/03/2024,07/04/2024,1229,8.1,DataVision Ltd
AI02095,Data Analyst,158109.0,USD,Expert,Contract,Singapore,M,Japan,Fully on site,"Hadoop, R, NLP",PhD,11,Education,10/03/2025,15/05/2025,955,6.9,Future Systems
AI02096,Autonomous Systems Engineer,81397.0,USD,Senior,Full time,China,S,Israel,Fully on site,"Git, Kubernetes, Java",Master,8,Media,22/08/2024,19/09/2024,951,8.3,Smart Analytics
AI02097,Deep Learning Engineer,175364.0,USD,Expert,Contract,United States,S,Japan,Fully on site,"Git, PyTorch, AWS, Mathematics, Tableau",PhD,11,Finance,09/03/2024,21/05/2024,1747,6.1,TechCorp Inc
AI02098,AI Research Scientist,56957.0,USD,Entry level,Full time,Canada,S,South Korea,Fully remote,"Scala, SQL, NLP, Docker, Kubernetes",Bachelor,0,Real Estate,31/03/2024,15/05/2024,2338,8.1,Cloud AI Solutions
AI02099,Data Engineer,63425.0,USD,Mid level,Contract,India,S,United Kingdom,Hybrid,"Spark, Kubernetes, Scala, MLOps, Hadoop",Master,4,Healthcare,17/06/2024,23/07/2024,1198,9.4,DeepTech Ventures
AI02100,Deep Learning Engineer,42742.0,USD,Entry level,Full time,India,L,India,Hybrid,"R, Kubernetes, Git, Hadoop",Master,0,Gaming,29/12/2024,24/02/2025,1064,9.4,Future Systems
AI02101,Machine Learning Engineer,127001.4,USD,Mid level,Contract,France,L,Norway,Hybrid,"Mathematics, Computer Vision, MLOps",Associate,2,Education,22/04/2025,17/06/2025,1994,8.1,DataVision Ltd
AI02102,AI Consultant,266051.0,USD,Expert,Freelance,United States,M,United States,Fully remote,"TensorFlow, Git, PyTorch, Docker, NLP",Associate,16,Energy,16/09/2024,18/11/2024,1237,7.6,AI Innovations
AI02103,Computer Vision Engineer,80862.0,USD,Mid level,Part time,India,L,India,Fully remote,"AWS, TensorFlow, Statistics",Bachelor,4,Gaming,28/07/2024,15/09/2024,1743,8.3,Autonomous Tech
AI02104,Data Analyst,89174.45,USD,Entry level,Freelance,Germany,L,Austria,Hybrid,"Kubernetes, Scala, Tableau, GCP",Associate,1,Media,22/12/2024,21/02/2025,2390,8.3,Autonomous Tech
AI02105,Data Engineer,94807.15,USD,Mid level,Contract,Netherlands,M,Netherlands,Hybrid,"Statistics, TensorFlow, SQL, MLOps, Computer Vision",PhD,2,Retail,05/07/2024,19/07/2024,961,8.2,Advanced Robotics
AI02106,Machine Learning Researcher,97999.0,USD,Mid level,Freelance,United States,M,United States,Hybrid,"Java, AWS, Python",Bachelor,2,Manufacturing,07/03/2025,16/05/2025,1495,6.5,DeepTech Ventures
AI02107,AI Architect,39951.0,USD,Entry level,Full time,Austria,S,Austria,Fully on site,"Scala, Python, MLOps, R, Java",Associate,0,Technology,27/08/2024,25/10/2024,1494,5.7,DataVision Ltd
AI02108,NLP Engineer,73113.0,USD,Senior,Freelance,India,M,India,Fully remote,"Linux, R, Kubernetes",PhD,7,Technology,04/02/2025,04/04/2025,1406,7.1,Quantum Computing Inc
AI02109,AI Research Scientist,214971.0,USD,Expert,Contract,Australia,L,Australia,Fully on site,"Python, R, Kubernetes",Bachelor,15,Media,31/10/2024,15/11/2024,1754,7.9,Quantum Computing Inc
AI02110,Autonomous Systems Engineer,113879.0,USD,Senior,Freelance,Finland,L,Netherlands,Fully on site,"GCP, Scala, Hadoop",PhD,8,Manufacturing,03/09/2024,16/10/2024,2178,9.4,Digital Transformation LLC
AI02111,AI Product Manager,119930.0,USD,Mid level,Freelance,United Kingdom,M,United Kingdom,Fully on site,"AWS, Docker, GCP",Bachelor,2,Media,22/01/2024,17/03/2024,1642,7.3,Future Systems
AI02112,Data Analyst,187613.3,USD,Expert,Freelance,France,L,France,Fully remote,"GCP, MLOps, Data Visualization, SQL, Mathematics",Associate,13,Retail,29/03/2024,26/04/2024,971,8.3,Quantum Computing Inc
AI02113,AI Product Manager,133895.0,USD,Expert,Freelance,Austria,L,Austria,Fully remote,"Python, NLP, R, Linux",Master,18,Transportation,07/06/2024,16/07/2024,925,8.9,Predictive Systems
AI02114,Head of AI,58940.95,USD,Entry level,Full time,Netherlands,S,Netherlands,Hybrid,"Docker, NLP, AWS, Spark, Kubernetes",Bachelor,0,Government,05/08/2024,25/08/2024,967,5.8,Future Systems
AI02115,AI Product Manager,73138.0,USD,Mid level,Freelance,India,L,India,Fully on site,"PyTorch, TensorFlow, MLOps, SQL, Azure",PhD,2,Real Estate,09/08/2024,05/09/2024,715,9.6,Smart Analytics
AI02116,Deep Learning Engineer,96213.0,USD,Mid level,Part time,Australia,M,Australia,Hybrid,"Hadoop, PyTorch, Tableau",Master,4,Gaming,02/02/2025,16/04/2025,919,7.7,Digital Transformation LLC
AI02117,AI Specialist,51462.0,USD,Mid level,Full time,China,S,China,Fully on site,"Kubernetes, Data Visualization, MLOps",Master,3,Telecommunications,08/03/2025,25/04/2025,563,6.5,Quantum Computing Inc
AI02118,AI Specialist,114754.0,USD,Expert,Part time,China,S,China,Fully remote,"SQL, Hadoop, Scala",PhD,16,Automotive,19/06/2024,17/08/2024,1793,6.8,Digital Transformation LLC
AI02119,AI Software Engineer,286099.3,USD,Expert,Freelance,Germany,L,Germany,Fully remote,"Python, TensorFlow, Computer Vision, PyTorch, NLP",PhD,18,Transportation,13/11/2024,04/12/2024,1286,8.6,Future Systems
AI02120,AI Software Engineer,110257.0,USD,Senior,Full time,Sweden,M,United Kingdom,Fully remote,"Computer Vision, Docker, NLP",Bachelor,9,Education,26/03/2024,20/05/2024,1355,5.2,Predictive Systems
AI02121,Autonomous Systems Engineer,105618.0,USD,Senior,Part time,Ireland,L,Ireland,Hybrid,"NLP, PyTorch, Azure, TensorFlow",Bachelor,6,Transportation,10/04/2024,08/06/2024,909,6.2,Advanced Robotics
AI02122,NLP Engineer,224550.0,USD,Senior,Freelance,Norway,L,Norway,Fully on site,"SQL, PyTorch, Docker",Bachelor,7,Gaming,01/03/2025,16/03/2025,855,8.5,Future Systems
AI02123,Autonomous Systems Engineer,70859.0,USD,Senior,Part time,India,S,Switzerland,Hybrid,"TensorFlow, Tableau, NLP, PyTorch",Bachelor,5,Transportation,23/04/2025,29/05/2025,1512,6.4,DeepTech Ventures
AI02124,AI Consultant,160929.0,USD,Mid level,Part time,Denmark,L,Denmark,Hybrid,"Kubernetes, Docker, TensorFlow, PyTorch",PhD,3,Automotive,20/12/2024,10/02/2025,1230,6.0,DataVision Ltd
AI02125,Principal Data Scientist,120019.0,USD,Entry level,Part time,Denmark,L,Denmark,Fully remote,"Hadoop, AWS, Python, Spark",Master,0,Government,31/01/2025,12/03/2025,1150,6.8,Autonomous Tech
AI02126,ML Ops Engineer,201284.49999999997,USD,Expert,Freelance,Germany,L,Germany,Hybrid,"MLOps, TensorFlow, Docker",Master,17,Education,17/12/2024,18/02/2025,1164,6.5,Neural Networks Co
AI02127,Data Engineer,71084.0,USD,Entry level,Full time,United States,S,United States,Fully remote,"NLP, Python, Spark, Data Visualization, Kubernetes",Bachelor,1,Gaming,26/04/2025,27/05/2025,2248,9.8,DataVision Ltd
AI02128,AI Architect,119199.0,USD,Mid level,Contract,Switzerland,L,Switzerland,Hybrid,"Tableau, Docker, GCP",PhD,2,Transportation,07/04/2024,15/06/2024,2290,5.9,Cognitive Computing
AI02129,Data Analyst,154106.9,USD,Senior,Full time,Netherlands,S,Netherlands,Fully remote,"Linux, Hadoop, Spark",PhD,5,Consulting,20/07/2024,14/09/2024,1799,8.8,Future Systems
AI02130,NLP Engineer,354647.0,USD,Expert,Part time,Denmark,L,Denmark,Hybrid,"Scala, Data Visualization, SQL, MLOps",Associate,10,Transportation,03/03/2024,18/04/2024,2233,9.1,DataVision Ltd
AI02131,Research Scientist,156004.0,USD,Expert,Part time,India,L,India,Hybrid,"Deep Learning, AWS, GCP, Tableau",PhD,18,Retail,14/05/2024,20/06/2024,2365,5.9,Quantum Computing Inc
AI02132,Principal Data Scientist,176316.0,USD,Expert,Part time,Sweden,L,Sweden,Fully remote,"GCP, AWS, NLP, Scala",Associate,12,Government,12/02/2025,16/04/2025,521,7.8,Autonomous Tech
AI02133,Machine Learning Engineer,121551.54999999999,USD,Mid level,Contract,Germany,M,Germany,Fully remote,"PyTorch, GCP, Deep Learning",Associate,2,Transportation,18/03/2024,04/04/2024,894,7.3,Neural Networks Co
